customer_id,avg_txn_amount,std_txn_amount,total_spend_30d,txn_frequency_30d,night_txn_ratio,weekend_txn_ratio,unique_merchants,unique_categories,avg_geo_distance,high_risk_category_ratio,max_single_txn,segment,segment_label,dbscan_cluster,is_outlier_customer
CUST_11PV58Y9,23968.205208333336,16961.39139121018,2300947.7,96,0.14583333333333334,0.3020833333333333,94,17,3.628902585929025,0.11458333333333333,91977.69,1,High-frequency everyday,-1,1
CUST_1231YV2S,36436.47054054054,24340.19498905724,6740747.05,185,0.0918918918918919,0.2702702702702703,155,18,3.979198676790592,0.08648648648648649,149204.81,4,High-risk irregular,-1,1
CUST_127MY89S,10220.794310344827,7653.772495435707,592806.07,58,0.15517241379310345,0.29310344827586204,55,15,4.148349199509818,0.06896551724137931,44980.92,0,Low-value standard,-1,1
CUST_1284SEC2,9499.751009615384,5728.488383941112,1975948.21,208,0.08173076923076923,0.30288461538461536,165,18,3.5109231336970312,0.07692307692307693,44013.8,1,High-frequency everyday,0,0
CUST_12SBA62T,1759.51124,12806.739329385005,439877.81,250,0.092,0.296,195,18,6.6439580175742075,0.1,203235.73,4,High-risk irregular,-1,1
CUST_132AN417,2644.7643859649124,1479.5093588694747,301503.14,114,0.08771929824561403,0.3333333333333333,102,17,3.811534953610246,0.07894736842105263,7325.15,1,High-frequency everyday,-1,1
CUST_13C9XQYM,2016.4766666666665,1255.7620690479098,133087.46,66,0.07575757575757576,0.30303030303030304,60,15,3.5787484015686326,0.10606060606060606,6103.13,0,Low-value standard,-1,1
CUST_13LM7E41,5518.986410256411,3603.6246869268143,645721.41,117,0.05982905982905983,0.29914529914529914,107,17,3.9657902935042566,0.07692307692307693,22143.76,1,High-frequency everyday,1,0
CUST_13N3BZT9,3706.740608695652,2282.436228649034,426275.17,115,0.10434782608695652,0.2608695652173913,107,17,4.127736076876648,0.08695652173913043,14655.98,1,High-frequency everyday,-1,1
CUST_15DTOZ5S,3454.678528528528,1986.5274340737526,1150407.95,333,0.08408408408408409,0.27927927927927926,244,18,3.792821098391986,0.12912912912912913,11632.01,4,High-risk irregular,-1,1
CUST_15FBS4WV,4856.340779220779,3993.9954121766687,747876.48,154,0.09740259740259741,0.22727272727272727,128,17,9.604225820934001,0.09740259740259741,31379.04,3,Dormant / infrequent,-1,1
CUST_16KJ752H,1021.669589041096,3981.999340556568,149163.76,146,0.06164383561643835,0.3219178082191781,122,17,13.043167400728091,0.07534246575342465,48404.65,3,Dormant / infrequent,-1,1
CUST_16UXF5GZ,1063.94125,727.8207212675037,68092.24,64,0.03125,0.296875,61,16,3.733012887510334,0.046875,3730.38,0,Low-value standard,-1,1
CUST_1737SUUD,2491.5343703703707,31019.257561030397,672714.28,270,0.07777777777777778,0.3037037037037037,214,18,6.507880865866948,0.0962962962962963,509341.66,4,High-risk irregular,-1,1
CUST_175DU23J,889.42859375,578.6140021164808,113846.86,128,0.046875,0.265625,118,18,3.731720307784232,0.1015625,3555.14,1,High-frequency everyday,-1,1
CUST_18KGYGGS,5997.466029411765,3786.6199414077487,1631310.76,272,0.08455882352941177,0.22426470588235295,203,18,3.8300924635311846,0.0661764705882353,22351.57,4,High-risk irregular,-1,1
CUST_18OBS758,10153.613558282208,12939.440577318781,1655039.01,163,0.08588957055214724,0.2822085889570552,144,18,24.835217303936194,0.09202453987730061,157180.79,3,Dormant / infrequent,-1,1
CUST_18U9N79G,4294.30197080292,2813.9031973211645,1176638.74,274,0.06934306569343066,0.24452554744525548,213,18,3.4764839193755694,0.08759124087591241,20483.81,4,High-risk irregular,0,0
CUST_199DXJ37,10286.498683274021,29524.36193304552,2890506.13,281,0.07473309608540925,0.27402135231316727,211,18,7.935326199458218,0.10676156583629894,493277.93,4,High-risk irregular,-1,1
CUST_1A57E8A5,7248.021680672268,8320.486866319001,862514.58,119,0.12605042016806722,0.2605042016806723,107,16,18.017029109178623,0.06722689075630252,81911.99,3,Dormant / infrequent,-1,1
CUST_1AJKPQKB,3758.886557377049,3751.5029043966215,229292.08,61,0.13114754098360656,0.2459016393442623,59,16,3.6860073857851403,0.06557377049180328,27612.01,0,Low-value standard,-1,1
CUST_1AMISU1O,14932.213806451613,9787.222235288737,2314493.14,155,0.10967741935483871,0.25161290322580643,129,18,4.0612927959270095,0.06451612903225806,71398.0,1,High-frequency everyday,-1,1
CUST_1AZHZKNL,2510.9796721311477,1837.8779346246195,306339.52,122,0.10655737704918032,0.2540983606557377,115,18,3.5571861111578293,0.06557377049180328,12015.52,1,High-frequency everyday,0,0
CUST_1BD2SCEJ,5358.85572327044,3515.069145243787,852058.0599999999,159,0.07547169811320754,0.2641509433962264,132,17,4.146046082114798,0.11320754716981132,25654.13,1,High-frequency everyday,-1,1
CUST_1BJKX9M4,11629.67538167939,8460.546367329584,3046974.95,262,0.06870229007633588,0.2824427480916031,200,18,3.758531769415436,0.07251908396946564,60108.79,4,High-risk irregular,-1,1
CUST_1BWYE6QV,979.5347692307693,811.7080219899497,63669.76,65,0.07692307692307693,0.18461538461538463,59,15,3.34371372681782,0.046153846153846156,6189.03,0,Low-value standard,-1,1
CUST_1C795RLQ,9348.308780487805,7969.347927265953,1533122.64,164,0.07926829268292683,0.3170731707317073,140,18,10.051297553779822,0.06707317073170732,82486.9,3,Dormant / infrequent,-1,1
CUST_1DJRWEDB,1125.1013496932514,757.1037257283491,183391.52,163,0.08588957055214724,0.20245398773006135,132,18,3.6693378483595707,0.0736196319018405,4922.15,1,High-frequency everyday,0,0
CUST_1ES53SKF,1876.978299319728,1170.3502819267367,275915.81,147,0.10884353741496598,0.2789115646258503,128,18,3.890028314289786,0.11564625850340136,7470.97,1,High-frequency everyday,-1,1
CUST_1ESP7BM4,838.7677391304347,563.3725250247285,96458.29,115,0.11304347826086956,0.2,103,16,4.00551170769139,0.06086956521739131,3160.47,0,Low-value standard,-1,1
CUST_1HFDI3JS,1806.6723529411765,1089.4775982177246,122853.72,68,0.1323529411764706,0.17647058823529413,63,17,4.173354782144259,0.058823529411764705,6194.71,0,Low-value standard,-1,1
CUST_1HGAV42T,1324.4495098039217,825.858487544337,270187.7,204,0.09313725490196079,0.2549019607843137,171,18,3.9950833787498903,0.09313725490196079,5189.77,1,High-frequency everyday,0,0
CUST_1I3VMZWF,8329.986008064516,5722.591333592457,2065836.53,248,0.12096774193548387,0.2620967741935484,192,18,3.7920553533967287,0.11290322580645161,35937.81,4,High-risk irregular,-1,1
CUST_1IZ4JQI5,4546.848198198198,2725.7328137857803,1514100.45,333,0.1021021021021021,0.2882882882882883,247,18,3.9429857363836924,0.07507507507507508,16976.55,4,High-risk irregular,-1,1
CUST_1JOSTCHH,6666.782398753894,23855.6480069404,2140037.15,321,0.09345794392523364,0.27414330218068533,237,18,15.924751062269486,0.07165109034267912,413625.45,3,Dormant / infrequent,-1,1
CUST_1K9M94UZ,6417.889015151515,4179.2396774403105,847161.35,132,0.08333333333333333,0.24242424242424243,114,18,3.980489662126119,0.13636363636363635,19573.46,1,High-frequency everyday,-1,1
CUST_1LQFS6HN,1169.3586181818182,15954.756881229001,321573.62,275,0.10181818181818182,0.29454545454545455,209,18,4.653900448261362,0.05818181818181818,264779.33,4,High-risk irregular,-1,1
CUST_1MYLQJJB,3469.242262773723,2230.1414193782557,475286.19,137,0.0948905109489051,0.26277372262773724,113,16,3.7392580873453545,0.06569343065693431,11957.74,0,Low-value standard,-1,1
CUST_1N6KVPUC,11489.189999999999,8393.644288398491,1309767.66,114,0.09649122807017543,0.21929824561403508,106,18,4.117730770128586,0.10526315789473684,55880.32,1,High-frequency everyday,-1,1
CUST_1O2RNTJL,4285.757424242424,2451.863536514035,282859.99,66,0.09090909090909091,0.25757575757575757,64,16,3.8326663927135725,0.10606060606060606,10844.17,0,Low-value standard,-1,1
CUST_1OE5EI28,689.9884285714286,456.19081456940245,48299.19,70,0.07142857142857142,0.15714285714285714,68,17,3.9202936162365316,0.05714285714285714,3075.99,0,Low-value standard,-1,1
CUST_1OVEJKLC,7001.487548387097,4320.763205914235,1085230.57,155,0.04516129032258064,0.25806451612903225,132,18,3.695401212188702,0.08387096774193549,25851.39,1,High-frequency everyday,0,0
CUST_1OZXGGMQ,9946.89627118644,6627.441572677138,1173733.76,118,0.05084745762711865,0.2457627118644068,113,18,10.225898037297295,0.1016949152542373,48422.77,3,Dormant / infrequent,-1,1
CUST_1RK4MKZO,62533.315870967745,40828.5941042311,9692663.96,155,0.05806451612903226,0.25806451612903225,136,17,3.885899450809238,0.07741935483870968,210361.96,2,High-value premium,-1,1
CUST_1SAXT8JH,33957.08069124424,22902.844429397337,7368686.51,217,0.0967741935483871,0.29493087557603687,185,18,3.8072278252347447,0.08294930875576037,168898.55,4,High-risk irregular,-1,1
CUST_1UF09UYG,3819.2501666666667,2494.7867996310665,458310.02,120,0.08333333333333333,0.21666666666666667,107,16,18.55619426796139,0.075,20397.19,3,Dormant / infrequent,-1,1
CUST_1UTOXIE0,1362.7701941747575,1400.7141703494005,140365.33000000002,103,0.06796116504854369,0.3106796116504854,90,18,7.656812782855655,0.1262135922330097,13069.45,1,High-frequency everyday,-1,1
CUST_1W1WUDCB,2272.76416909621,1795.1942814006252,779558.11,343,0.08163265306122448,0.22740524781341107,247,18,3.7701638361504366,0.08454810495626822,20506.9,4,High-risk irregular,-1,1
CUST_1XG1R11Q,4145.784503816794,2461.331480002773,543097.77,131,0.11450381679389313,0.22137404580152673,113,18,3.879551134630435,0.061068702290076333,16433.99,1,High-frequency everyday,-1,1
CUST_1XJG2Y8R,6309.434392857143,3954.9295545798573,1766641.6300000001,280,0.06785714285714285,0.29642857142857143,210,18,3.634835878004324,0.06785714285714285,26674.0,4,High-risk irregular,0,0
CUST_1XLAXHNO,13488.865436241611,8739.890872736949,2009840.95,149,0.04697986577181208,0.2483221476510067,135,18,3.7230784071875287,0.10738255033557047,65902.3,1,High-frequency everyday,-1,1
CUST_1XRUTT24,3590.2877906976746,2459.9067339615212,617529.5,172,0.05813953488372093,0.2558139534883721,149,18,3.549722228017112,0.08139534883720931,14924.18,1,High-frequency everyday,0,0
CUST_1YF0DWWN,4074.8742446043166,2692.7648642176664,566407.52,139,0.08633093525179857,0.2302158273381295,128,17,3.323995277085712,0.06474820143884892,18781.04,1,High-frequency everyday,1,0
CUST_1ZPPEP69,4606.506363636363,4553.024942270391,608058.84,132,0.045454545454545456,0.22727272727272727,113,16,14.367348987382545,0.11363636363636363,36730.75,3,Dormant / infrequent,-1,1
CUST_224WK0YE,9766.083828125,6463.677877241191,1250058.73,128,0.0703125,0.28125,116,17,3.357465632970935,0.0625,40180.32,1,High-frequency everyday,-1,1
CUST_22BE4N25,4731.46818627451,2914.2513859927612,965219.51,204,0.07352941176470588,0.25,169,18,3.7877813001867118,0.1323529411764706,18936.24,1,High-frequency everyday,0,0
CUST_22KB8OHL,1778.5401129943502,1085.5525358910697,314801.6,177,0.062146892655367235,0.21468926553672316,153,18,3.604829731933461,0.13559322033898305,6522.39,1,High-frequency everyday,-1,1
CUST_232UTVG9,5534.415348837209,3272.499496696401,713939.58,129,0.10077519379844961,0.26356589147286824,105,18,4.116493072980255,0.12403100775193798,17872.07,1,High-frequency everyday,-1,1
CUST_23GGODLU,8459.346666666666,5918.750015732355,1446548.28,171,0.09941520467836257,0.2807017543859649,146,17,3.7952359646997498,0.06432748538011696,40240.62,1,High-frequency everyday,-1,1
CUST_23QVDJNV,6125.323238095238,4052.8704521704058,643158.94,105,0.09523809523809523,0.3142857142857143,91,16,3.2121180062711048,0.05714285714285714,26412.23,0,Low-value standard,-1,1
CUST_253J2D54,4681.146683417085,3091.078244475013,931548.19,199,0.06030150753768844,0.24623115577889448,158,18,6.34004259199589,0.05025125628140704,24806.73,1,High-frequency everyday,-1,1
CUST_258E7428,1695.725078125,1125.3734194068402,434105.62,256,0.07421875,0.2421875,198,18,3.746088630041952,0.09375,6652.9,4,High-risk irregular,0,0
CUST_25AA35WF,2248.647162162162,1490.011108543278,332799.78,148,0.04054054054054054,0.23648648648648649,128,18,3.897457530490486,0.13513513513513514,7350.17,1,High-frequency everyday,-1,1
CUST_25DSIUAZ,2736.811194029851,1644.6022736972207,183366.35,67,0.13432835820895522,0.31343283582089554,62,15,3.545281330891942,0.05970149253731343,10328.66,0,Low-value standard,-1,1
CUST_25FNSCQQ,2258.9700000000003,1799.4738867389983,124243.35,55,0.10909090909090909,0.2,52,15,19.459433905955294,0.10909090909090909,13100.59,3,Dormant / infrequent,-1,1
CUST_2713T87K,38233.19236907731,23239.571282953773,15331510.14,401,0.08229426433915212,0.256857855361596,274,18,6.589382462397442,0.09476309226932668,171105.31,2,High-value premium,-1,1
CUST_27ZEOQGV,4372.488434782608,2847.2804636984624,502836.17,115,0.0782608695652174,0.3130434782608696,101,18,4.27955584672047,0.08695652173913043,17364.4,1,High-frequency everyday,-1,1
CUST_28RL5H3G,1964.171138211382,1203.4774744297977,483186.1,246,0.06910569105691057,0.24390243902439024,195,18,4.050579593267024,0.10569105691056911,8019.94,4,High-risk irregular,0,0
CUST_2B6LKC86,7534.194731707316,5311.568227664764,1544509.92,205,0.09268292682926829,0.2682926829268293,168,18,3.765240212868002,0.1024390243902439,32999.66,1,High-frequency everyday,0,0
CUST_2BLU27XN,2246.216343283582,1688.2831398962542,300992.99,134,0.08208955223880597,0.2835820895522388,120,18,4.185756624102645,0.05970149253731343,13261.19,1,High-frequency everyday,0,0
CUST_2BNE6LOH,1890.6499494949494,10278.643639892432,374348.69,198,0.10101010101010101,0.26262626262626265,171,18,10.413741734737956,0.13636363636363635,145469.98,3,Dormant / infrequent,-1,1
CUST_2C50B8Y5,15870.41518115942,12339.078518479126,4380234.59,276,0.07608695652173914,0.2427536231884058,219,18,3.602896654047227,0.08333333333333333,136258.56,4,High-risk irregular,-1,1
CUST_2C8QIZK3,4730.090693069306,2909.0385744597893,955478.32,202,0.06930693069306931,0.24752475247524752,164,18,3.8380204383978707,0.06930693069306931,24424.17,1,High-frequency everyday,0,0
CUST_2CRPRDVV,1954.7172330097087,1347.668135135691,402671.75,206,0.09223300970873786,0.28640776699029125,170,17,4.131577175181071,0.0970873786407767,9962.4,1,High-frequency everyday,-1,1
CUST_2D41U2ZN,4264.005412844037,2504.910866623924,464776.59,109,0.12844036697247707,0.25688073394495414,97,17,3.564285656685741,0.06422018348623854,13429.38,1,High-frequency everyday,-1,1
CUST_2EP768SY,1390.94226519337,874.1324111876469,251760.55,181,0.055248618784530384,0.24861878453038674,157,18,3.5884958321066396,0.07734806629834254,5068.06,1,High-frequency everyday,0,0
CUST_2F1JOHKK,4100.294814814815,11145.846962255555,885663.68,216,0.06944444444444445,0.25925925925925924,179,18,6.243022735084754,0.08333333333333333,163308.75,4,High-risk irregular,-1,1
CUST_2F5FE6OU,992.5517582417583,1475.4049784861247,180644.42,182,0.06593406593406594,0.29120879120879123,150,17,11.528915310483768,0.07142857142857142,19390.59,3,Dormant / infrequent,-1,1
CUST_2H2ZQU7E,12196.369561403508,7221.013001844409,1390386.13,114,0.06140350877192982,0.20175438596491227,101,18,3.8930216810231197,0.11403508771929824,39655.44,1,High-frequency everyday,-1,1
CUST_2HVNKVON,6481.99467032967,7509.418880274403,1179723.03,182,0.08791208791208792,0.2802197802197802,155,18,6.819899491754571,0.09340659340659341,96184.4,1,High-frequency everyday,-1,1
CUST_2HXN4D24,1918.49432,1239.7730835450493,239811.79,125,0.08,0.272,117,18,4.062574916308473,0.072,6784.56,1,High-frequency everyday,0,0
CUST_2HXRJM4T,689.0185294117647,541.9548231774309,117133.15,170,0.1,0.2529411764705882,141,18,3.6470758406847836,0.09411764705882353,4019.78,1,High-frequency everyday,0,0
CUST_2IIPS8QD,1446.4213333333335,5568.438029613142,412230.08,285,0.05964912280701754,0.28771929824561404,213,18,5.110464733088496,0.07017543859649122,94304.94,4,High-risk irregular,-1,1
CUST_2ILGB0S0,2144.218561151079,1284.1893006532982,298046.38,139,0.09352517985611511,0.2733812949640288,124,17,3.8306547526476327,0.1223021582733813,9658.58,1,High-frequency everyday,-1,1
CUST_2J3TPS82,2741.0670980392156,3168.0990035781156,698972.11,255,0.08235294117647059,0.30196078431372547,193,17,5.395663660692346,0.08235294117647059,46181.69,4,High-risk irregular,-1,1
CUST_2LOFN1R4,999.4401675977654,608.4725133881136,178899.79,179,0.09497206703910614,0.2737430167597765,149,18,3.638207060057602,0.11173184357541899,4013.34,1,High-frequency everyday,0,0
CUST_2MI560TO,6560.068292682927,4476.269495188882,806888.4,123,0.13821138211382114,0.21951219512195122,109,18,3.9815094240460236,0.056910569105691054,24299.41,1,High-frequency everyday,-1,1
CUST_2MJEQA2O,803.094495412844,542.711333294308,87537.3,109,0.09174311926605505,0.25688073394495414,98,17,3.8355083518647066,0.08256880733944955,3464.05,1,High-frequency everyday,1,0
CUST_2MNG806W,10116.899304635761,13807.453795712157,3055303.59,302,0.076158940397351,0.2980132450331126,231,18,4.586937954679845,0.10596026490066225,225211.97,4,High-risk irregular,-1,1
CUST_2NS8ERKD,1607.0534645669293,999.5836140902586,204095.79,127,0.09448818897637795,0.29133858267716534,114,18,3.577378996697518,0.12598425196850394,6013.92,1,High-frequency everyday,-1,1
CUST_2O25TG5J,1502.0895979899499,936.2162232980712,298915.83,199,0.08542713567839195,0.24623115577889448,166,17,3.7807859960194636,0.07537688442211055,5144.21,1,High-frequency everyday,1,0
CUST_2ORWHP6W,4834.680546875,9389.898771287035,618839.11,128,0.09375,0.203125,114,18,9.57922027133037,0.125,106511.58,3,Dormant / infrequent,-1,1
CUST_2PCN9T84,5857.223199999999,3132.629790545644,292861.16,50,0.1,0.32,47,15,3.574176132966417,0.08,15489.5,0,Low-value standard,-1,1
CUST_2QC1IYYO,1791.298472906404,1099.9576217098356,363633.59,203,0.08866995073891626,0.2660098522167488,161,18,3.8750129638887034,0.06896551724137931,5591.52,1,High-frequency everyday,0,0
CUST_2QFAF5KC,5736.4637999999995,3309.371945529029,860469.57,150,0.06666666666666667,0.18,131,18,4.018519808001802,0.10666666666666667,16306.79,1,High-frequency everyday,-1,1
CUST_2QPKGRMM,14418.390153846154,10041.37823022232,937195.36,65,0.07692307692307693,0.35384615384615387,64,16,3.8887668120796897,0.06153846153846154,68589.62,0,Low-value standard,-1,1
CUST_2SEHE2AT,11386.377857142856,41116.6948139817,797046.45,70,0.08571428571428572,0.22857142857142856,60,16,26.207448430051407,0.11428571428571428,348787.92,3,Dormant / infrequent,-1,1
CUST_2SJP753K,2373.437032967033,1604.0343349358293,431965.54,182,0.04395604395604396,0.29120879120879123,149,18,4.102079202042787,0.06593406593406594,12169.99,1,High-frequency everyday,0,0
CUST_2SPFHV5B,4012.459311594203,7683.374555460797,1107438.77,276,0.08333333333333333,0.2898550724637681,209,18,7.2282233980654915,0.07246376811594203,125567.81,4,High-risk irregular,-1,1
